company,location,total_laid_off,date,percentage_laid_off,industry,source,stage,funds_raised,country
Rhino,New York City,57,02-03-2022,0.2,Real Estate,https://therealdeal.com/2022/02/03/proptech-startup-rhino-lays-off-over-20-of-its-staff/,Unknown,133,United States
Gopuff,Philadelphia,100,1/26/2022,,Food,https://www.businessinsider.com/gopuff-eliminates-about-100-jobs-control-costs-before-potential-ipo-2022-1,Series H,3400,United States
Glossier,New York City,80,1/26/2022,0.33,Consumer,https://techcrunch.com/2022/01/26/glossier-just-laid-off-one-third-of-its-corporate-employees-mostly-in-tech/,Series E,266,United States
Root Insurance,Columbus,330,1/20/2022,,Finance,https://coverager.com/root-lays-off-a-significant-number-of-employees/,Post-IPO,527,United States
Protonn,"Bengaluru, Non-U.S.",,1/20/2022,1,Other,https://economictimes.indiatimes.com/tech/startups/protonn-shuts-its-business-returns-9-million-to-investors/articleshow/89007094.cms,Seed,9,India
Spin,SF Bay Area,,01-08-2022,0.25,Transportation,https://www.engadget.com/ford-e-scooter-company-spin-leaving-markets-laying-off-staff-154545440.html,Acquired,8,United States
Delivery Hero,"Berlin, Non-U.S.",300,12/22/2021,,Food,https://www.businessinsider.de/gruenderszene/food/nach-foodpanda-aus-delivery-hero-kuendigt-300-mitarbeitern-b/,Post-IPO,8300,Germany
iFit,Logan,,12-08-2021,,Fitness,https://www.hjnews.com/news/business/ifit-lays-off-undisclosed-number-of-employees-before-holidays/article_71b755a5-cfcf-5503-8a88-601cdea04ffc.html,Private Equity,200,United States
Better.com,New York City,900,12-01-2021,0.09,Real Estate,https://techcrunch.com/2021/12/01/better-com-lays-off-9-of-its-staff/,Unknown,905,United States
BitTitan,Seattle,70,11/18/2021,0.27,Data,https://www.seattletimes.com/business/seventy-set-for-layoffs-at-bellevue-startup-bittitan/,Acquired,46,United States
Zillow,Seattle,2000,11-02-2021,0.25,Real Estate,https://www.geekwire.com/2021/zillow-shutter-home-buying-business-lay-off-2k-employees-big-real-estate-bet-falters/,Post-IPO,97,United States
InVision,New York City,22,10-05-2021,,Product,Internal memo,Unknown,356,United States
Ozy Media,SF Bay Area,,10-01-2021,1,Media,https://www.nytimes.com/2021/10/01/business/media/ozy-media-carlos-watson.html,Series C,70,United States
Zymergen,SF Bay Area,120,9/23/2021,,Other,https://www.bizjournals.com/sanfrancisco/news/2021/09/23/zymergen-job-cuts-synthetic-biology-hyaline.html,Post-IPO,974,United States
Imperfect Foods,SF Bay Area,,9/22/2021,,Food,https://www.businessinsider.com/imperfect-foods-employees-executives-flee-the-grocery-startup-2021-9,Series D,229,United States
Genius,New York City,,9/15/2021,,Consumer,https://www.bloomberg.com/news/articles/2021-09-16/former-startup-darling-genius-sells-assets-for-80-million,Acquired,78,United States
Treehouse,Portland,41,9/14/2021,0.9,Education,https://www.oregonlive.com/silicon-forest/2021/09/online-coding-school-treehouse-formerly-based-in-portland-lays-off-most-of-its-staff.html,Series B,12,United States
Casper,New York City,,9/14/2021,,Retail,https://techcrunch.com/2021/09/14/casper-cuts-its-cmo-cto-and-coo-amid-further-layoffs/,Post-IPO,339,United States
Tanium,Seattle,30,8/30/2021,,Security,https://www.businessinsider.com/tanium-layoffs-senior-product-marketing-2021-8,Unknown,1000,United States
Flockjay,SF Bay Area,37,8/24/2021,0.5,Education,https://techcrunch.com/2021/08/24/flockjay-cuts-at-least-half-of-its-workforce-as-it-pivots-away-from-bootcamps-into-b2b-saas/,Series A,14,United States
Bytedance,"Shanghai, Non-U.S.",1800,08-05-2021,,Consumer,https://www.reuters.com/world/china/bytedance-lay-off-staff-close-businesses-over-china-tutoring-clampdown-sources-2021-08-05/,Unknown,9400,China
Pagarbook,"Bengaluru, Non-U.S.",80,7/26/2021,,HR,https://inc42.com/buzz/sequoia-backed-pagarbook-lays-off-around-80-employees/,Series A,17,India
Katerra,SF Bay Area,2434,06-01-2021,1,Construction,https://therealdeal.com/2021/06/01/troubled-construction-startup-katerra-will-shut-down-report/,Unknown,1600,United States
SumUp,"London, Non-U.S.",,05-05-2021,,Finance,https://financefwd.com/de/entlassungen-bei-sumup/,Unknown,53,United Kingdom
Lambda School,SF Bay Area,65,4/29/2021,,Education,https://techcrunch.com/2021/04/29/lambda-school-lays-off-65-employees-amid-restructuring/,Series C,122,United States
Madefire,SF Bay Area,,4/29/2021,1,Media,https://techcrunch.com/2021/04/29/madefire-shuts-down/,Series B,16,United States
Patreon,SF Bay Area,36,4/26/2021,,Media,https://www.youtube.com/watch?v=MV-3GgU6rlo,Series D,165,United States
New Relic,SF Bay Area,160,04-06-2021,0.07,Infrastructure,https://siliconangle.com/2021/04/06/new-relic-let-go-7-employees-amid-business-model-refocus/,Post-IPO,214.5,United States
Medium,SF Bay Area,,3/24/2021,,Media,https://ev.medium.com/medium-editorial-team-update-8679bcb9fe81,Series C,132,United States
HuffPo,New York City,47,03-09-2021,,Media,https://www.huffpost.com/entry/huffpost-buzzfeed-layoffs_n_60479ba2c5b6af8f98beb89d,Acquired,37,United States
Subspace,Los Angeles,,03-03-2021,,Infrastructure,LinkedIn,Series B,,United States
Clumio,SF Bay Area,,03-01-2021,,Data,https://blocksandfiles.com/2021/03/01/cloud-concentrating-clumio-lays-off-more-staff/,Series C,186,United States
DJI,SF Bay Area,,2/24/2021,,Consumer,https://dronelife.com/2021/02/24/dji-layoffs-in-palo-alto-office-will-remain-open/,Unknown,105,United States
Ninjacart,"Bengaluru, Non-U.S.",200,2/23/2021,,Food,https://inc42.com/buzz/ninjacart-employee-layoffs/,Unknown,194,India
Bounce,"Bengaluru, Non-U.S.",200,2/22/2021,0.4,Transportation,https://economictimes.indiatimes.com/tech/startups/bounce-goes-for-second-round-of-layoffs-as-demand-for-mobility-lags/articleshow/81144047.cms,Series D,214.2,India
ThredUp,Chicago,243,02-09-2021,,Retail,https://www.chicagotribune.com/business/ct-biz-thredup-vernon-hills-layoffs-20210209-m7a47qe53vf2neztz26ouko23i-story.html,Series F,305,United States
Indigo,Boston,80,02-09-2021,,Other,https://www.bizjournals.com/boston/news/2021/02/09/indigo-layoffs-across-multiple-locations.html,Series F,1200,United States
Limelight,New York City,13,02-04-2021,1,Recruiting,Company exec,Unknown,,United States
Quandoo,"Berlin, Non-U.S.",87,02-03-2021,0.2,Food,https://www.berliner-zeitung.de/en/berlin-reservation-platform-quandoo-slashes-jobs-li.137352,Acquired,39,Germany
Hubba,"Toronto, Non-U.S.",45,02-01-2021,1,Retail,https://betakit.com/hubba-to-shut-down/,Series B,61,Canada
Bytedance,"Mumbai, Non-U.S.",1800,1/27/2021,,Consumer,https://entrackr.com/2021/01/bytedance-set-to-wrap-up-indian-ops-and-lay-off-over-1800-employees/,Unknown,7400,India
Privitar,"London, Non-U.S.",20,1/27/2021,,Data,https://www.bizjournals.com/boston/inno/stories/news/2021/01/27/layoffs-at-privitar-coronavirus-boston.html,Series C,150,United Kingdom
Shutterfly,SF Bay Area,800,1/25/2021,,Retail,https://thedeadpixelssociety.com/lifetouch-shutterfly-staff-reductions-near-800/,Acquired,50,United States
Postmates,SF Bay Area,180,1/23/2021,0.15,Food,https://www.nytimes.com/2021/01/23/technology/uber-postmates-layoffs.html,Acquired,763,United States
Instacart,SF Bay Area,1877,1/21/2021,,Food,https://www.bloomberg.com/news/articles/2021-01-21/instacart-to-cut-1-900-jobs-including-its-only-union-positions,Unknown,2400,United States
Pocketmath,Singapore,21,1/20/2021,1,Marketing,https://www.businessinsider.com/mobile-advertising-company-pocketmath-shut-down-facing-lawsuits-2021-1,Unknown,20,Singapore
Dropbox,SF Bay Area,315,1/13/2021,0.15,Other,https://www.cnbc.com/2021/01/13/dropbox-to-cut-11percent-of-its-global-workforce.html,Post-IPO,1700,United States
Aura Financial,SF Bay Area,,01-11-2021,1,Finance,https://www.linkedin.com/pulse/farewell-aura-your-mission-endures-james-gutierrez/,Unknown,584,United States
Simple,Portland,,01-07-2021,1,Finance,https://www.oregonlive.com/silicon-forest/2021/01/simple-portland-online-banker-is-shutting-down.html,Acquired,15,United States
WhiteHat Jr,"Mumbai, Non-U.S.",1800,01-06-2021,,Education,https://inc42.com/buzz/whitehat-jr-employees-transition-opportunity-byjus/,Acquired,11,India
Pulse Secure,SF Bay Area,78,12/23/2020,,Security,https://www.bizjournals.com/sanjose/news/2020/12/23/pulse-secure-layoffs.html,Acquired,,United States
Breather,"Montreal, Non-U.S.",120,12/16/2020,0.8,Real Estate,https://www.theglobeandmail.com/business/article-breather-hopes-for-second-wind-as-montreal-flexible-workspace-provider/,Series D,131,Canada
Actifio,Boston,54,12/16/2020,,Data,https://www.bizjournals.com/boston/news/2020/12/16/actifio-layoffs-google.html,Acquired,352,United States
OYO,"Gurugram, Non-U.S.",600,12-08-2020,,Travel,https://www.forbesindia.com/news/business/startup/exclusive-oyo-lays-off-another-600-800-employees-as-it-moves-to-a-revenue-sharing-model-6202571.html,Series F,3200,India
Zinier,SF Bay Area,,11/25/2020,,HR,LinkedIn,Series C,120,United States
Aya,"Toronto, Non-U.S.",5,11/19/2020,0.25,Finance,https://betakit.com/fintech-and-healthtech-startup-aya-comes-out-of-stealth-with-3-2-million-cad-in-seed-financing/,Seed,3,Canada
Domio,New York City,,11/18/2020,0.5,Real Estate,https://therealdeal.com/national/2020/11/18/short-term-rental-operator-domio-shuts-down/,Series B,116,United States
Bridge Connector,Nashville,154,11/17/2020,1,Healthcare,https://www.nashvillepost.com/business/health-care/article/21144528/bridge-connector-closing-down,Series B,45,United States
Tidepool,SF Bay Area,18,11/17/2020,0.4,Healthcare,https://www.linkedin.com/posts/tidepoolorg_activity-6734927153630183424-s-x0/,Unknown,,United States
Igenous,Seattle,,11/17/2020,,Data,https://blocksandfiles.com/2020/11/17/igneous-layoffs/,Series C,67,United States
Scoop,SF Bay Area,,11/17/2020,,Transportation,https://layoffs.fyi/2020/12/02/scoop-conducts-second-layoff-in-2020/,Series C,95,United States
Worksmith,Austin,30,11-09-2020,0.5,Retail,https://www.bizjournals.com/austin/inno/stories/profiles/2020/11/09/pandemic-forced-worksmith-to-innovate.html,Unknown,3.8,United States
Rubica,Seattle,,11-05-2020,1,Security,https://www.geekwire.com/2020/seattle-cybersecurity-startup-rubica-shuts-running-cash/,Series A,14,United States
Bossa Nova,SF Bay Area,,11-02-2020,0.5,Retail,https://www.cnbc.com/2020/11/02/walmart-ends-contract-with-robotics-company-bossa-nova-report-says.html,Unknown,101.6,United States
LivePerson,New York City,30,11-01-2020,,Support,https://en.globes.co.il/en/article-liveperson-to-lay-off-30-in-israel-1001347824#,Post-IPO,42,United States
Remedy,Austin,82,10/29/2020,,Healthcare,https://www.bizjournals.com/austin/news/2020/10/29/health-tech-startup-remedy-lays-off-82-employees.html,Series A,12.5,United States
Knotel,New York City,20,10/29/2020,0.08,Real Estate,https://www.businessinsider.com/knotel-layoffs-job-cuts-coworking-fundraise-amol-sarva-office-demand-2020-10,Series C,560,United States
Cheetah,SF Bay Area,,10/25/2020,,Food,https://layoffs.fyi/2020/11/04/cheetah-conducts-layoff-cites-challenges-facing-the-restaurant-industry/,Series B,67,United States
CodeCombat,SF Bay Area,8,10/23/2020,,Education,https://layoffs.fyi/2020/10/23/codecombat-launches-alumni-talent-directory-following-layoff/,Series A,8,United States
Quibi,Los Angeles,,10/21/2020,1,Media,https://layoffs.fyi/2020/11/03/quibi-layoff-list-surfaces-after-company-shuts-down/,Private Equity,1800,United States
Zomato,"Jakarta, Non-U.S.",,10/20/2020,,Food,https://dailysocial.id/post/zomato-to-disband-indonesia-local-operation,Series J,914,Indonesia
GetYourGuide,"Berlin, Non-U.S.",90,10/14/2020,0.17,Travel,https://www.reuters.com/article/tech-getyourguide/german-travel-startup-getyourguide-lets-go-of-a-sixth-of-staff-idUSL8N2H544X,Series E,656,Germany
OLX India,"New Delhi, Non-U.S.",250,10-10-2020,,Marketing,https://inc42.com/buzz/olx-india-lays-off-250-employees-set-to-renew-focus-on-2-verticals/,Acquired,28,India
Chef,Seattle,,10-08-2020,,Infrastructure,https://www.geekwire.com/2020/progress-makes-layoffs-chef-220m-acquisition-says-remains-committed-roadmap/,Acquired,105,United States
Alto Pharmacy,SF Bay Area,47,9/29/2020,0.06,Healthcare,https://layoffs.fyi/2020/10/07/alto-pharmacy-lays-off-47-employees/,Series D,356,United States
TheWrap,Los Angeles,,9/29/2020,,Media,https://nypost.com/2020/09/29/ex-hollywood-reporter-billboard-exec-lynne-segall-lands-at-the-wrap/,Series B,3.5,United States
HumanForest,"London, Non-U.S.",,9/25/2020,,Transportation,https://techcrunch.com/2020/09/25/humanforest-suspends-london-e-bike-sharing-service-cuts-jobs-after-customer-accident/,Private Equity,1.54,United Kingdom
WeWork ,"Shenzen, Non-U.S.",,9/23/2020,,Real Estate,https://techcrunch.com/2020/09/23/wework-sells-majority-stake-in-chinese-entity-seeks-localization/,Series H,19500,China
Air,New York City,,9/16/2020,0.16,Marketing,https://air.inc/blog/series-a,Series A,18,United States
NS8,Las Vegas,240,09-11-2020,0.95,Data,https://twitter.com/VitalVegas/status/1304355796008853506,Series A,157.9,United States
Bleacher Report,"London, Non-U.S.",20,09-11-2020,,Media,https://awfulannouncing.com/br/more-layoffs-in-works-at-bleacher-report.html,Acquired,40.5,United Kingdom
HubHaus,SF Bay Area,,09-11-2020,1,Real Estate,https://www.theinformation.com/articles/co-living-startup-hubhaus-plans-to-shut-down,Series A,13.4,United States
Waze,SF Bay Area,30,09-09-2020,0.054,Transportation,https://www.theverge.com/2020/9/9/21428907/waze-layoff-pandemic-google-navigation-driving,Acquired,67,United States
Ouster,SF Bay Area,,09-08-2020,0.1,Transportation,https://techcrunch.com/2020/09/08/lidar-startup-ouster-raises-42m-in-push-to-grow-sales-diversify-products/,Series B,132,United States
Swing Education,SF Bay Area,,09-05-2020,,Education,https://www.sfchronicle.com/business/article/Bay-Area-startups-connect-families-teachers-for-15544289.php,Series B,22.8,United States
Akerna,Denver,,09-02-2020,,Logistics,https://mjbizdaily.com/cannabis-tech-platform-akernas-ample-organics-acquisition-spurs-layoffs-leadership-changes/,Post-IPO,,United States
Awok,"Dubai, Non-U.S.",,09-02-2020,1,Retail,https://www.menabytes.com/awok-shuts-down/,Series A,30,United Arab Emirates
Big Fish Games,Seattle,250,09-01-2020,,Media,https://venturebeat.com/2020/09/01/big-fish-games-cuts-250-jobs-and-streamlines-mobile-game-operations/,Acquired,95.2,United States
GoBear,"Singapore, Non-U.S.",22,09-01-2020,0.11,Finance,https://layoffs.fyi/2020/09/13/gobear-launches-talent-directory-after-laying-off-22-employees/,Unknown,97,Singapore
MakeMyTrip,"New Delhi, Non-U.S.",350,8/31/2020,0.1,Travel,https://yourstory.com/2020/08/makemytrip-restructuring-layoffs-deep-kalra,Post-IPO,548,India
Salesforce,SF Bay Area,1000,8/26/2020,0.0185,Sales,https://www.bloomberg.com/news/articles/2020-08-26/salesforce-cuts-1-000-jobs-after-banner-quarter-stock-surge,Post-IPO,65.4,United States
kununu,Boston,,8/26/2020,,Recruiting,https://www.linkedin.com/posts/dan-sirk-a220902_after-4-years-at-kununu-continuously-improving-activity-6699389550428512256-X2X4/,Acquired,,United States
Superloop,"Brisbane, Non-U.S.",30,8/24/2020,,Infrastructure,https://www.arnnet.com.au/article/682373/superloop-reduces-losses-30-workers-laid-off-amid-covid-19/,Post-IPO,36,Australia
Spaces,Los Angeles,,8/24/2020,,Media,https://www.protocol.com/apple-vr-ar-spaces-acquisition,Acquired,9.5,United States
StreamSets,SF Bay Area,,8/20/2020,,Data,https://www.fastcompany.com/90540630/my-startup-made-difficult-layoffs-heres-how-i-kept-morale-up-and-our-culture-intact,Series C,76.2,United States
Docly,"London, Non-U.S.",8,8/19/2020,0.8,Healthcare,https://sifted.eu/articles/docly-slash-in-uk/,Seed,15.5,United Kingdom
Mapify,"Berlin, Non-U.S.",,8/19/2020,,Travel,https://www.linkedin.com/posts/patrickhaede_yesterday-we-communicated-the-sad-news-that-activity-6702202576349208576-3_BQ/,Seed,1.3,Germany
Lumina Networks,SF Bay Area,,8/18/2020,1,Infrastructure,https://www.luminanetworks.com/newsroom/lumina-networks-to-wind-down/,Series A,10,United States
DJI,"Shenzen, Non-U.S.",,8/17/2020,,Consumer,https://www.reuters.com/article/us-china-tech-dji-focus/chinese-dronemaker-dji-makes-sweeping-cuts-in-long-march-reforms-idUSKCN25D0HF,Unknown,105,China
Shopify,"Ottawa, Non-U.S.",30,8/14/2020,,Retail,https://betakit.com/shopify-cuts-office-staff-amid-remote-work-shift/,Post-IPO,122.3,Canada
InVision,New York City,,8/14/2020,,Product,LinkedIn,Series F,350.2,United States
HopSkipDrive,Los Angeles,,08-12-2020,,Transportation,https://dot.la/hopskipdrive-the-ridesharing-app-for-kids-announces-layoffs-2646963481.html,Unknown,45,United States
Mozilla,SF Bay Area,250,08-11-2020,0.25,Consumer,https://layoffs.fyi/2020/08/12/mozilla-lays-off-250-employees-launches-talent-directory/,Unknown,2.3,United States
Eatsy,"Singapore, Non-U.S.",20,08-08-2020,1,Food,https://www.businesstimes.com.sg/garage/food-ordering-startup-eatsy-shutters-operations-0,Seed,0.9755,Singapore
Glossier,New York City,150,08-07-2020,0.38,Retail,https://www.glossier.com/blog/retail-update-covid19,Series D,186.4,United States
The Appraisal Lane,"Montevideo, Non-U.S.",,08-07-2020,,Transportation,https://layoffs.fyi/2020/08/11/the-appraisal-lane-shuts-down-uruguay-operation-releases-talent-directory/,Seed,1.8,Uruguay
Thriver,"Toronto, Non-U.S.",75,08-06-2020,0.5,Food,https://betakit.com/platterz-raises-43-8-million-cad-series-b-rebrands-to-thriver-as-company-pivots-post-pandemic/,Series B,53,Canada
Vesta,Atlanta,56,08-05-2020,,Sales,https://www.americaninno.com/atlanta/roundups/the-atlanta-tech-layoffs-that-happened-this-summer/,Unknown,20,United States
Booking.com,"Amsterdam, Non-U.S.",4375,7/30/2020,0.25,Travel,https://skift.com/2020/08/04/booking-com-restructuring-will-pare-its-workforce-by-up-to-25-percent/,Acquired,,Netherlands
Buy.com / Rakuten,SF Bay Area,87,7/30/2020,1,Retail,https://techcrunch.com/2020/07/30/rakuten-is-shuttering-the-online-shop-formerly-known-as-buy-com/,Acquired,42.4,United States
tZero,New York City,,7/30/2020,,Finance,https://www.businesswire.com/news/home/20200729005299/en/tZERO-CEO-Saum-Noursalehi-Update-Company-Progress,Acquired,472,United States
Pared,SF Bay Area,,7/29/2020,,Food,https://layoffs.fyi/list/pared/,Unknown,13,United States
Procore,Los Angeles,180,7/28/2020,0.09,Construction,https://www.bloomberg.com/news/articles/2020-07-28/software-startup-procore-said-to-cut-180-jobs-ahead-of-ipo,Unknown,649,United States
Swiggy,"Bengaluru, Non-U.S.",350,7/27/2020,0.05,Food,https://www.livemint.com/companies/news/350-swiggy-employees-lose-their-jobs-in-round-2-of-layoffs-11595951553823.html,Series I,1600,India
Zeitgold,"Berlin, Non-U.S.",75,7/27/2020,0.72,Finance,https://layoffs.fyi/2020/08/04/bookkeeping-startup-zeitgold-lays-off-75-employees-and-pivots-to-tax-prep-software/,Series B,60.18,Germany
Perkbox,"London, Non-U.S.",,7/27/2020,,HR,https://layoffs.fyi/2020/07/27/hr-tech-startup-perkbox-launches-talent-directory-following-layoff/,Unknown,29.7,United Kingdom
Checkr,SF Bay Area,64,7/23/2020,0.12,HR,https://layoffs.fyi/2020/07/28/checkr-lays-off-64-employees/,Series D,309,United States
Sorabel,"Jakarta, Non-U.S.",,7/23/2020,1,Retail,https://e27.co/indonesian-e-commerce-platform-sorabel-to-shut-down-by-end-of-july-20200723/,Series B,27,Indonesia
LinkedIn,SF Bay Area,960,7/21/2020,0.06,Recruiting,https://layoffs.fyi/2020/08/04/linkedin-launches-official-talent-directory-after-laying-off-960-employees/,Acquired,154,United States
Lighter Capital,Seattle,22,7/20/2020,0.49,Finance,https://www.geekwire.com/2020/seattle-based-alternative-vc-firm-lighter-capital-lays-off-employees/,Series B,15,United States
Curefit,"Bengaluru, Non-U.S.",120,7/17/2020,,Fitness,https://tech.economictimes.indiatimes.com/news/internet/curefit-cuts-jobs-furloughs-600-staff-in-second-round-of-layoffs-as-business-suffers-amid-lockdown/77013891,Series D,404.6,India
Snaptravel,"Toronto, Non-U.S.",,7/16/2020,,Travel,https://www.fastcompany.com/90528345/how-this-travel-startup-became-profitable-during-the-pandemic,Series A,22.4,Canada
Optimizely,SF Bay Area,60,7/15/2020,0.15,Marketing,https://techcrunch.com/2020/07/15/benchmark-backed-optimizely-confirms-it-has-laid-off-15-percent-of-staff/,Series D,251.2,United States
Skyscanner,"Edinburgh, Non-U.S.",300,7/14/2020,0.2,Travel,https://layoffs.fyi/2020/08/12/skyscanner-launches-talent-directory-after-laying-off-300-employees/,Acquired,197.2,United Kingdom
Vox Media,Washington D.C.,,7/14/2020,,Media,https://www.cnbc.com/2020/07/14/vox-media-preparing-round-of-layoffs-due-to-coronavirus-business-impact.html,Series F,307.6,United States
Yelp,SF Bay Area,63,7/13/2020,,Consumer,https://www.cnbc.com/2020/07/13/yelp-will-bring-back-most-of-its-1100-furloughed-employees-next-month.html,Post-IPO,56,United States
Bizongo,"Mumbai, Non-U.S.",140,07-10-2020,,Logistics,https://www.startupnews.fyi/post/bizongo-lays-off-140-employees-to-cut-costs,Series C,70,India
Zilingo,"Singapore, Non-U.S.",100,07-09-2020,0.12,Retail,https://zilingotrade.com/en-th/blog/BLGCOMPANYANNOUNCEMENT,Series D,307,Singapore
PaySense,"Mumbai, Non-U.S.",40,07-09-2020,,Finance,https://tech.economictimes.indiatimes.com/news/startups/naspers-owned-payu-lays-off-staff-at-credit-lending-unit-paysense/76872229,Acquired,25.6,India
Funding Circle,SF Bay Area,85,07-08-2020,,Finance,https://www.altfi.com/article/6790_funding-circle-joins-bounce-back-loan-scheme-as-it-cuts-us-headcount-by-85,Post-IPO,746,United States
OnDeck,New York City,,07-08-2020,,Finance,https://debanked.com/2020/07/layoffs-at-ondeck/,Post-IPO,1200,United States
The Wing,New York City,56,07-01-2020,,Real Estate,https://commercialobserver.com/2020/07/the-wing-lays-off-another-56-employees/,Series C,117,United States
Sharethrough,SF Bay Area,18,07-01-2020,,Marketing,https://blog.sharethrough.com/post/adapting-to-covid-19-evolving-to-a-unified-revenue-team-at-sharethrough,Series D,38,United States
Kongregate,SF Bay Area,12,07-01-2020,,Media,https://www.forbes.com/sites/lizlanier/2020/07/01/kongregate-shift-in-focus-brings-layoffs-closes-portal-to-new-games/#148558087323,Series C,19,United States
Havenly,Denver,5,07-01-2020,,Consumer,https://businessden.com/2020/07/01/havenly-begins-to-rehire-after-pandemic-cuts-wont-reopen-retail-locations/,Series C,57.8,United States
G2,Chicago,17,6/30/2020,0.05,Marketing,https://www.americaninno.com/chicago/inno-news-chicago/layoffs-at-g2-as-the-tech-company-cuts-costs-during-covid/,Series C,100.8,United States
Hired,SF Bay Area,,6/30/2020,,Recruiting,https://www.bizjournals.com/sanfrancisco/news/2020/07/08/ppp-loan-startups-laid-off-employees-bay-area-sf.html,Series D,132,United States
Katerra,SF Bay Area,400,6/29/2020,0.07,Construction,https://www.theinformation.com/articles/softbank-backed-katerra-lays-off-more-than-400-employees,Series E,1300,United States
Bounce,"Bengaluru, Non-U.S.",130,6/29/2020,0.22,Transportation,https://inc42.com/buzz/bounce-lays-off-130-employees-as-covid-19-impact-hits-mobility-startup/,Series D,214.2,India
Argo AI,"Munich, Non-U.S.",100,6/29/2020,,Transportation,https://www.theinformation.com/briefings/58401b,Unknown,3600,Germany
Bossa Nova,SF Bay Area,61,6/29/2020,,Retail,https://www.post-gazette.com/business/tech-news/2020/06/29/Bossa-Nova-Robotics-autonomous-robots-layoffs-furloughs-terminations/stories/202006290098,Unknown,101.6,United States
New Relic,Portland,20,6/29/2020,,Infrastructure,https://www.bizjournals.com/portland/news/2020/06/29/layoffs-at-new-relic-as-company-combines-2-enginee.html,Post-IPO,214.5,United States
Engine eCommerce,Fayetteville,,6/28/2020,1,Retail,https://talkbusiness.net/2020/06/after-raising-millions-fayetteville-startup-headed-by-john-james-goes-dark/,Unknown,4,United States
Byton,SF Bay Area,,6/27/2020,,Transportation,https://www.chinatechnews.com/2020/06/27/26636-byton-us-office-to-cut-staff-by-end-of-june,Series C,1200,United States
Sprinklr,New York City,,6/25/2020,,Support,https://layoffs.fyi/2020/06/26/official-sprinklr-layoff-list-surfaces/,Series F,228,United States
GoDaddy,Austin,451,6/24/2020,0.06,Marketing,https://domainnamewire.com/2020/06/24/godaddy-plans-layoffs-and-is-closing-austin-offices/,Post-IPO,,United States
Sonos,New York City,174,6/24/2020,0.12,Consumer,https://www.cnbc.com/2020/06/24/sonos-says-its-cutting-12percent-of-global-employees-because-of-covid-19.html,Post-IPO,455.2,United States
OYO,Dallas,,6/24/2020,,Travel,https://skift.com/2020/06/25/oyo-will-lay-off-most-of-its-furloughed-u-s-employees/,Series F,3200,United States
Gojek,"Jakarta, Non-U.S.",430,6/23/2020,0.09,Transportation,https://layoffs.fyi/2020/08/06/gojek-creates-talent-directory-following-430-person-layoff/,Series F,4800,Indonesia
ScaleFactor,Austin,90,6/23/2020,0.9,Finance,https://www.forbes.com/sites/davidjeans/2020/06/23/scalefactor-fintech-startup-shuts-down-bessemer-coatue-canaan/#2bef45cf4901,Series C,103,United States
Dark,SF Bay Area,6,6/23/2020,1,Product,https://layoffs.fyi/2020/06/29/programming-service-dark-releases-layoff-list/,Seed,3,United States
Intuit,SF Bay Area,715,6/22/2020,0.07,Finance,https://intuitblog.com/news-social/a-message-from-intuit-ceo-sasan-goodarzi-to-intuit-employees/,Post-IPO,18,United States
WeWork,"London, Non-U.S.",200,6/19/2020,,Real Estate,https://www.wired.co.uk/article/wework-redundancies-uk-restructure,Series H,19500,United Kingdom
Atlas Obscura ,New York City,15,6/18/2020,,Media,https://www.poynter.org/?locally=atlas-obscura-laid-off-15-including-five-in-editorial-the-company-confirmed-to-poynter,Series B,32,United States
Navi,"Bengaluru, Non-U.S.",40,6/17/2020,0.25,Finance,https://inc42.com/buzz/sachin-bansals-navi-general-insurance-lays-off-40-employees/,Private Equity,582,India
PaisaBazaar,"Gurugram, Non-U.S.",1500,6/16/2020,0.5,Finance,https://thetechportal.com/2020/06/16/policybazaar-paisabazaar-lay-offs/,Series G,496,India
Grab,"Singapore, Non-U.S.",360,6/16/2020,0.05,Transportation,https://layoffs.fyi/2020/06/24/official-grab-layoff-list-released-following-360-person-layoff/,Series I,9900,Singapore
Splunk,SF Bay Area,70,6/16/2020,0.01,Data,https://www.bloomberg.com/news/articles/2020-06-17/splunk-joins-tech-s-belt-tightening-with-plan-to-shed-staff,Post-IPO,40,United States
Redox,Madison,44,6/16/2020,0.25,Healthcare,https://theredoxpodcast.podbean.com/e/22-layoffs/,Series C,50,United States
Conga,Denver,,6/15/2020,0.11,Data,https://layoffs.fyi/2020/06/23/conga-lays-off-11-following-merger-with-apptus/,Acquired,117,United States
Stockwell AI,SF Bay Area,,6/15/2020,1,Retail,https://layoffs.fyi/2020/06/18/stockwell-ai-is-shutting-down-on-july-1/,Series B,10,United States
Uber,"Amsterdam, Non-U.S.",225,06-12-2020,0.25,Transportation,https://www.dutchnews.nl/news/2020/06/uber-cuts-amsterdam-workforce-by-15-some-200-jobs-to-go/,Post-IPO,24700,Netherlands
SynapseFI,SF Bay Area,63,06-12-2020,0.48,Finance,https://www.forbes.com/sites/jeffkauflin/2020/06/15/fintech-startup-synapse-lays-off-nearly-50-of-full-time-staff/#6a6f57b0300e,Series B,50,United States
ScaleFocus,"Sofia, Non-U.S.",120,06-11-2020,0.1,Infrastructure,https://seenews.com/news/bulgarias-scalefocus-lays-off-10-of-workforce-report-702279,Unknown,,Bulgaria
